Code,Building,Room,Room Type,Capacity,Guest,Notes,Adj Rm,Room Key,Outside Key,Keycard #,Card Returned,Key Returned,Key Notes
MYER*213,MYER,,Single,1,,,,R7K78,,,,,
MYER*214,MYER,,Single,1,,,,R7K18,,,,,
MYER*233,MYER,,Single,1,,,,R7K9,,,,,
MYER*234,MYER,,Single,1,,,,R7K20,,,,,
MYER*313,MYER,,Single,1,,,,R7K15,,,,,
MYER*314,MYER,,Single,1,,,,R7K43,,,,,
MYER*333,MYER,,Single,1,,,,R7K44,,,,,
MYER*334,MYER,,Single,1,,,,R7K45,,,,,
MYER*413,MYER,,Single,1,,,,R7K95,,,,,
MYER*414,MYER,,Single,1,,,,R7K46,,,,,
MYER*433,MYER,,Single,1,,,,R7K11,,,,,
MYER*434,MYER,,Single,1,,,,R7K70,,,,,
MYER*115A,MYER,,"Double, 2 Room",2,,,,R7K5,,,,,
MYER*115A,MYER,,"Double, 2 Room",2,,,,R7K5,,,,,
MYER*201,MYER,,Double,2,,,,R7K7,,,,,
MYER*201,MYER,,Double,2,,,,R7K7,,,,,
MYER*202,MYER,,Double,2,,,,R7K8,,,,,
MYER*202,MYER,,Double,2,,,,R7K8,,,,,
MYER*203,MYER,,Double,2,,,,R7K107,,,,,
MYER*203,MYER,,Double,2,,,,R7K107,,,,,
MYER*204,MYER,,Double,2,,,,R7K61,,,,,
MYER*204,MYER,,Double,2,,,,R7K61,,,,,
MYER*205,MYER,,Double,2,,,,R7K10,,,,,
MYER*205,MYER,,Double,2,,,,R7K10,,,,,
MYER*206,MYER,,Double,2,,,,R7K85,,,,,
MYER*206,MYER,,Double,2,,,,R7K85,,,,,
MYER*207,MYER,,Double,2,,,,R7K12,,,,,
MYER*207,MYER,,Double,2,,,,R7K12,,,,,
MYER*208,MYER,,Double,2,,,,R7K13,,,,,
MYER*208,MYER,,Double,2,,,,R7K13,,,,,
MYER*209,MYER,,Double,2,,,,R7K66,,,,,
MYER*209,MYER,,Double,2,,,,R7K66,,,,,
MYER*210,MYER,,Double,2,,,,R7K99,,,,,
MYER*210,MYER,,Double,2,,,,R7K99,,,,,
MYER*211,MYER,,Double,2,,,,R7K49,,,,,
MYER*211,MYER,,Double,2,,,,R7K49,,,,,
MYER*236,MYER,,Double,2,,,,R7K88,,,,,
MYER*236,MYER,,Double,2,,,,R7K88,,,,,
MYER*237,MYER,,Double,2,,,,R7K6,,,,,
MYER*237,MYER,,Double,2,,,,R7K6,,,,,
MYER*238,MYER,,Double,2,,,,R7K98,,,,,
MYER*238,MYER,,Double,2,,,,R7K98,,,,,
MYER*239,MYER,,Double,2,,,,R7K24,,,,,
MYER*239,MYER,,Double,2,,,,R7K24,,,,,
MYER*240,MYER,,Double,2,,,,R7K25,,,,,
MYER*240,MYER,,Double,2,,,,R7K25,,,,,
MYER*241,MYER,,Double,2,,,,R7K86,,,,,
MYER*241,MYER,,Double,2,,,,R7K86,,,,,
MYER*242,MYER,,Double,2,,,,R7K27,,,,,
MYER*242,MYER,,Double,2,,,,R7K27,,,,,
MYER*243,MYER,,Double,2,,,,R7K14,,,,,
MYER*243,MYER,,Double,2,,,,R7K14,,,,,
MYER*244,MYER,,Double,2,,,,R7K101,,,,,
MYER*244,MYER,,Double,2,,,,R7K101,,,,,
MYER*245,MYER,,Double,2,,,,R7K30,,,,,
MYER*245,MYER,,Double,2,,,,R7K30,,,,,
