Code,Building,Room,Room Type,Capacity,Guest,Notes,Adj Rm,Room Key,Outside Key,Keycard #,Card Returned,Key Returned,Key Notes
DOUG*201,DOUG,201,Single,1,,,,R7AF3,O7AF6,,,,
DOUG*203,DOUG,203,Single,1,,,,R7AF5,O7AF6,,,,
PRSH*103A,PRSH,103A,Single,1,,,,,,,,,
PRSH*103B,PRSH,103B,Single,1,,,,,,,,,
PRSH*104A,PRSH,104A,Single,1,,,,,,,,,
PRSH*104B,PRSH,104B,Single,1,,,,,,,,,
PRSH*109,PRSH,109,Single,1,,,,,,,,,
PRSH*206A,PRSH,206A,Single,1,,,,R7AQ8,,,,,
PRSH*212,PRSH,212,Single,1,,,,R7AQ11,,,,,
PRSH*215,PRSH,215,Single,1,,,,R7AQ13,,,,,
PRSH*303A,PRSH,303A,Single,1,,,PRSH 303B,R7AQ33,,,,,
PRSH*303B,PRSH,303B,Single,1,,,PRSH 303A,R7AQ18,,,,,
PRSH*314,PRSH,314,Single,1,,,,R7AQ20,,,,,
DOUG*202,DOUG,202,Double,2,,,,R7AF4,O7AF6,,,,
DOUG*202,DOUG,202,Double,2,,,,R7AF4,O7AF6,,,,
PRSH*202,PRSH,202,Double,2,,,,R7AQ5,,,,,
PRSH*202,PRSH,202,Double,2,,,,R7AQ5,,,,,
PRSH*204,PRSH,204,Double,2,,,,R7AQ26,,,,,
PRSH*204,PRSH,204,Double,2,,,,R7AQ26,,,,,
PRSH*211,PRSH,211,Double,2,,,,R7AQ10,,,,,
PRSH*211,PRSH,211,Double,2,,,,R7AQ10,,,,,
PRSH*213,PRSH,213,Double,2,,,,R7AQ27,,,,,
PRSH*213,PRSH,213,Double,2,,,,R7AQ27,,,,,
PRSH*302,PRSH,302,Double,2,,,,R7AQ16,,,,,
PRSH*302,PRSH,302,Double,2,,,,R7AQ16,,,,,
PRSH*308,PRSH,308,Double,2,,,,R7AQ19,,,,,
PRSH*308,PRSH,308,Double,2,,,,R7AQ19,,,,,
PRSH*309,PRSH,309,Double,2,,,,R7AQ7,,,,,
PRSH*309,PRSH,309,Double,2,,,,R7AQ7,,,,,
PRSH*311,PRSH,311,Double,2,,,,R7AQ22,,,,,
PRSH*311,PRSH,311,Double,2,,,,R7AQ22,,,,,
DOUG*101,DOUG,101,Triple,3,,,,R7AF2,O7AF6,,,,
DOUG*101,DOUG,101,Triple,3,,,,R7AF2,O7AF6,,,,
DOUG*101,DOUG,101,Triple,3,,,,R7AF2,O7AF6,,,,
PRSH*203A,PRSH,203A,"Triple, 2 Room",3,,,,R7AQ1,,,,,
PRSH*203A,PRSH,203A,"Triple, 2 Room",3,,,,R7AQ1,,,,,
PRSH*203A,PRSH,203A,"Triple, 2 Room",3,,,,R7AQ1,,,,,
PRSH*210A,PRSH,210A,"Triple, 2 Room",3,,,,R7AQ31,,,,,
PRSH*210A,PRSH,210A,"Triple, 2 Room",3,,,,R7AQ31,,,,,
PRSH*210A,PRSH,210A,"Triple, 2 Room",3,,,,R7AQ31,,,,,
PRSH*216A,PRSH,216A,"Triple, 2 Room",3,,,,R7AQ15,,,,,
PRSH*216A,PRSH,216A,"Triple, 2 Room",3,,,,R7AQ15,,,,,
PRSH*216A,PRSH,216A,"Triple, 2 Room",3,,,,R7AQ15,,,,,
PRSH*313,PRSH,313,Triple,3,,,,R7AQ17,,,,,
PRSH*313,PRSH,313,Triple,3,,,,R7AQ17,,,,,
PRSH*313,PRSH,313,Triple,3,,,,R7AQ17,,,,,
