Code,Building,Room,Room Type,Capacity,Guest,Notes,Adj Rm,Room Key,Outside Key,Keycard #,Card Returned,Key Returned,Key Notes
BURT*328,BURT,328,Single,1,,,,R7C10,,,,,
BURT*329,BURT,329,Single,1,,,,R7C76,,,,,
BURT*331,BURT,331,Single,1,,,,R7C78,,,,,
BURT*335,BURT,335,Single,1,,,,R7C79,,,,,
BURT*402,BURT,402,Single,1,,,,R7C83,,,,,
BURT*407,BURT,407,Single,1,,,,R7C86,,,,,
BURT*408,BURT,408,Single,1,,,,R7C87,,,,,
BURT*414A,BURT,414A,Single in a Triple,1,,,BURT*414B,R7C91,,,,,
BURT*418,BURT,418,Single,1,,,,R7C93,,,,,
BURT*421,BURT,421,Single,1,,,,R7C96,,,,,
BURT*104,BURT,104,Double,2,,,,R7C53,,,,,
BURT*104,BURT,104,Double,2,,,,R7C53,,,,,
BURT*106A,BURT,106A,"Double, 2 Room",2,,,,R7C120,,,,,
BURT*106A,BURT,106A,"Double, 2 Room",2,,,,R7C120,,,,,
BURT*107A,BURT,107A,"Double, 2 Room",2,,,,R7C12,,,,,
BURT*107A,BURT,107A,"Double, 2 Room",2,,,,R7C12,,,,,
BURT*110A,BURT,110A,"Double, 2 Room",2,,,,R7C117,,,,,
BURT*110A,BURT,110A,"Double, 2 Room",2,,,,R7C117,,,,,
BURT*115,BURT,115,Double,2,,,,R7C18,,,,,
BURT*115,BURT,115,Double,2,,,,R7C18,,,,,
BURT*121B,BURT,121B,Double in Triple,2,,,BURT*121A,R7C64,,,,,
BURT*121B,BURT,121B,Double in Triple,2,,,BURT*121A,R7C64,,,,,
BURT*122A,BURT,122A,"Double, 2 Room",2,,,,R7C21,,,,,
BURT*122A,BURT,122A,"Double, 2 Room",2,,,,R7C21,,,,,
BURT*125A,BURT,125A,"Double, 2 Room",2,,,,R7C24,,,,,
BURT*125A,BURT,125A,"Double, 2 Room",2,,,,R7C24,,,,,
BURT*126A,BURT,126A,"Double, 2 Room",2,,,,R7C25,,,,,
BURT*126A,BURT,126A,"Double, 2 Room",2,,,,R7C25,,,,,
BURT*128,BURT,128,Double,2,,,,R7C66,,,,,
BURT*128,BURT,128,Double,2,,,,R7C66,,,,,
BURT*208B,BURT,208B,Double in Triple,2,,,BURT*208A,R7C122,,,,,
BURT*208B,BURT,208B,Double in Triple,2,,,BURT*208A,R7C122,,,,,
BURT*209A,BURT,209A,"Double, 2 Room",2,,,,R7C35,,,,,
BURT*209A,BURT,209A,"Double, 2 Room",2,,,,R7C35,,,,,
BURT*212A,BURT,212A,"Double, 2 Room",2,,,,R7C106,,,,,
BURT*212A,BURT,212A,"Double, 2 Room",2,,,,R7C106,,,,,
BURT*213B,BURT,213B,Double in Triple,2,,,BURT*213A,R7C29,,,,,
BURT*213B,BURT,213B,Double in Triple,2,,,BURT*213A,R7C29,,,,,
BURT*221,BURT,221,Double,2,,,,R7C113,,,,,
BURT*221,BURT,221,Double,2,,,,R7C113,,,,,
BURT*222,BURT,222,"Double, 2 Room",2,,,,R7C43,,,,,
BURT*222,BURT,222,"Double, 2 Room",2,,,,R7C43,,,,,
BURT*225B,BURT,225B,Double in Triple,2,,,BURT*225A,R7C46,,,,,
BURT*225B,BURT,225B,Double in Triple,2,,,BURT*225A,R7C46,,,,,
BURT*226B,BURT,226B,Double in Triple,2,,,BURT*226A,R7C109,,,,,
BURT*226B,BURT,226B,Double in Triple,2,,,BURT*226A,R7C109,,,,,
BURT*229A,BURT,229A,"Double, 2 Room",2,,,,R7C34,,,,,
BURT*229A,BURT,229A,"Double, 2 Room",2,,,,R7C34,,,,,
BURT*308B,BURT,308B,Double in Triple,2,,,BURT*308A,R7C111,,,,,
BURT*308B,BURT,308B,Double in Triple,2,,,BURT*308A,R7C111,,,,,
BURT*312A,BURT,312A,"Double, 2 Room",2,,,,R7C8,,,,,
BURT*312A,BURT,312A,"Double, 2 Room",2,,,,R7C8,,,,,
BURT*315,BURT,315,Double,2,,,,R7C65,,,,,
BURT*315,BURT,315,Double,2,,,,R7C65,,,,,
BURT*319A,BURT,319A,"Double, 2 Room",2,,,,R7C67,,,,,
BURT*319A,BURT,319A,"Double, 2 Room",2,,,,R7C67,,,,,
BURT*321,BURT,321,Double,2,,,,R7C68,,,,,
BURT*321,BURT,321,Double,2,,,,R7C68,,,,,
BURT*322,BURT,322,Double,2,,,,R7C16,,,,,
BURT*322,BURT,322,Double,2,,,,R7C16,,,,,
BURT*325B,BURT,325B,Double in Triple,2,,,BURT*325A,R7C110,,,,,
BURT*325B,BURT,325B,Double in Triple,2,,,BURT*325A,R7C110,,,,,
BURT*326B,BURT,326B,Double in Triple,2,,,BURT*326A,R7C124,,,,,
BURT*326B,BURT,326B,Double in Triple,2,,,BURT*326A,R7C124,,,,,
BURT*400,BURT,400,Double,2,,,,R7C81,,,,,
BURT*400,BURT,400,Double,2,,,,R7C81,,,,,
BURT*401,BURT,401,Double,2,,,,R7C17,,,,,
BURT*401,BURT,401,Double,2,,,,R7C17,,,,,
BURT*404,BURT,404,Double,2,,,,R7C119,,,,,
BURT*404,BURT,404,Double,2,,,,R7C119,,,,,
BURT*406,BURT,406,Double,2,,,,R7C85,,,,,
BURT*406,BURT,406,Double,2,,,,R7C85,,,,,
BURT*409,BURT,409,Double,2,,,,R7C88,,,,,
BURT*409,BURT,409,Double,2,,,,R7C88,,,,,
BURT*411,BURT,411,Double,2,,,,R7C89,,,,,
BURT*411,BURT,411,Double,2,,,,R7C89,,,,,
BURT*414B,BURT,414B,Double in Triple,2,,,BURT*414A,R7C91,,,,,
BURT*414B,BURT,414B,Double in Triple,2,,,BURT*414A,R7C91,,,,,
BURT*417,BURT,417,Double,2,,,,R7C92,,,,,
BURT*417,BURT,417,Double,2,,,,R7C92,,,,,
BURT*419,BURT,419,Double,2,,,,R7C94,,,,,
BURT*419,BURT,419,Double,2,,,,R7C94,,,,,
BURT*420,BURT,420,Double,2,,,,R7C31,,,,,
BURT*420,BURT,420,Double,2,,,,R7C31,,,,,
BURT*422,BURT,422,Double,2,,,,R7C97,,,,,
BURT*422,BURT,422,Double,2,,,,R7C97,,,,,
BURT*427,BURT,427,Double,2,,,,R7C99,,,,,
BURT*427,BURT,427,Double,2,,,,R7C99,,,,,
BURT*101A,BURT,101A,"Triple, 2 Room",3,,,,R7C7,,,,,
BURT*101A,BURT,101A,"Triple, 2 Room",3,,,,R7C7,,,,,
BURT*101A,BURT,101A,"Triple, 2 Room",3,,,,R7C7,,,,,
BURT*102A,BURT,102A,"Triple, 2 Room",3,,,,R7C52,,,,,
BURT*102A,BURT,102A,"Triple, 2 Room",3,,,,R7C52,,,,,
BURT*102A,BURT,102A,"Triple, 2 Room",3,,,,R7C52,,,,,
BURT*111A,BURT,111A,"Triple, 2 Room",3,,,,R7C103,,,,,
BURT*111A,BURT,111A,"Triple, 2 Room",3,,,,R7C103,,,,,
BURT*111A,BURT,111A,"Triple, 2 Room",3,,,,R7C103,,,,,
BURT*113A,BURT,113A,"Triple, 2 Room",3,,,,R7C115,,,,,
BURT*113A,BURT,113A,"Triple, 2 Room",3,,,,R7C115,,,,,
BURT*113A,BURT,113A,"Triple, 2 Room",3,,,,R7C115,,,,,
BURT*119,BURT,119,Triple,3,,,,R7C19,,,,,
BURT*119,BURT,119,Triple,3,,,,R7C19,,,,,
BURT*119,BURT,119,Triple,3,,,,R7C19,,,,,
BURT*130A,BURT,130A,"Triple, 2 Room",3,,,,R7C20,,,,,
BURT*130A,BURT,130A,"Triple, 2 Room",3,,,,R7C20,,,,,
BURT*130A,BURT,130A,"Triple, 2 Room",3,,,,R7C20,,,,,
BURT*131A,BURT,131A,"Triple, 2 Room",3,,,,R7C84,,,,,
BURT*131A,BURT,131A,"Triple, 2 Room",3,,,,R7C84,,,,,
BURT*131A,BURT,131A,"Triple, 2 Room",3,,,,R7C84,,,,,
BURT*201A,BURT,201A,"Triple, 2 Room",3,,,,R7C30,,,,,
BURT*201A,BURT,201A,"Triple, 2 Room",3,,,,R7C30,,,,,
BURT*201A,BURT,201A,"Triple, 2 Room",3,,,,R7C30,,,,,
BURT*202A,BURT,202A,"Triple, 2 Room",3,,,,R7C118,,,,,
BURT*202A,BURT,202A,"Triple, 2 Room",3,,,,R7C118,,,,,
BURT*202A,BURT,202A,"Triple, 2 Room",3,,,,R7C118,,,,,
BURT*217A,BURT,217A,"Triple, 2 Room",3,,,,R7C41,,,,,
BURT*217A,BURT,217A,"Triple, 2 Room",3,,,,R7C41,,,,,
BURT*217A,BURT,217A,"Triple, 2 Room",3,,,,R7C41,,,,,
BURT*230A,BURT,230A,"Triple, 2 Room",3,,,,R7C28,,,,,
BURT*230A,BURT,230A,"Triple, 2 Room",3,,,,R7C28,,,,,
BURT*230A,BURT,230A,"Triple, 2 Room",3,,,,R7C28,,,,,
BURT*235A,BURT,235A,"Triple, 2 Room",3,,,,R7C90,,,,,
BURT*235A,BURT,235A,"Triple, 2 Room",3,,,,R7C90,,,,,
BURT*235A,BURT,235A,"Triple, 2 Room",3,,,,R7C90,,,,,
BURT*301A,BURT,301A,"Triple, 2 Room",3,,,,R7C54,,,,,
BURT*301A,BURT,301A,"Triple, 2 Room",3,,,,R7C54,,,,,
BURT*301A,BURT,301A,"Triple, 2 Room",3,,,,R7C54,,,,,
BURT*302A,BURT,302A,"Triple, 2 Room",3,,,,R7C55,,,,,
BURT*302A,BURT,302A,"Triple, 2 Room",3,,,,R7C55,,,,,
BURT*302A,BURT,302A,"Triple, 2 Room",3,,,,R7C55,,,,,
BURT*311A,BURT,311A,"Triple, 2 Room",3,,,,R7C62,,,,,
BURT*311A,BURT,311A,"Triple, 2 Room",3,,,,R7C62,,,,,
BURT*311A,BURT,311A,"Triple, 2 Room",3,,,,R7C62,,,,,
BURT*330A,BURT,330A,"Triple, 2 Room",3,,,,R7C77,,,,,
BURT*330A,BURT,330A,"Triple, 2 Room",3,,,,R7C77,,,,,
BURT*330A,BURT,330A,"Triple, 2 Room",3,,,,R7C77,,,,,
BURT*339,BURT,339,Triple,3,,,,R7C125,,,,,
BURT*339,BURT,339,Triple,3,,,,R7C125,,,,,
BURT*339,BURT,339,Triple,3,,,,R7C125,,,,,
BURT*413A,BURT,413A,"Triple, 2 Room",3,,,,R7C126,,,,,
BURT*413A,BURT,413A,"Triple, 2 Room",3,,,,R7C126,,,,,
BURT*413A,BURT,413A,"Triple, 2 Room",3,,,,R7C126,,,,,
BURT*424A,BURT,424A,"Triple, 2 Room",3,,,,R7C98,,,,,
BURT*424A,BURT,424A,"Triple, 2 Room",3,,,,R7C98,,,,,
BURT*424A,BURT,424A,"Triple, 2 Room",3,,,,R7C98,,,,,
