Code,Building,Room,Room Type,Capacity,Guest,Notes,Adj Rm,Room Key,Outside Key,Keycard #,Card Returned,Key Returned,Key Notes
JMES*004A,JMES,,Single in a Quint,1,,,JMES*004B JMES*004C JMES*004D,,,,,,
JMES*004B,JMES,,Single in a Quint,1,,,JMES*004A JMES*004C JMES*004D,,,,,,
JMES*004C,JMES,,Single in a Quint,1,,,JMES*004A JMES*004B JMES*004D,,,,,,
JMES*005B,JMES,,Single in a Quint,1,,,JMES*005A JMES*005C JMES*005D,,,,,,
JMES*005C,JMES,,Single in a Quint,1,,,JMES*005A JMES*005B JMES*005D,,,,,,
JMES*005D,JMES,,Single in a Quint,1,,,JMES*005A JMES*005B JMES*005D,,,,,,
JMES*101A,JMES,,Single in a Quad,1,,,JMES*101B JMES*101C,,,,,,
JMES*101C,JMES,,Single in a Quad,1,,,JMES*101A JMES*101B,,,,,,
JMES*102A,JMES,,Single in a Quad,1,,,JMES*102B JMES*102C,,,,,,
JMES*102C,JMES,,Single in a Quad,1,,,JMES*102A JMES*102B,,,,,,
JMES*103B,JMES,,Single in a Quad,1,,,JMES*103A JMES*103C,,,,,,
JMES*103C,JMES,,Single in a Quad,1,,,JMES*103A JMES*103B,,,,,,
JMES*104A,JMES,,Single in a Quad,1,,,JMES*104B JMES*104C,,,,,,
JMES*104B,JMES,,Single in a Quad,1,,,JMES*104A JMES*104C,,,,,,
JMES*201A,JMES,,Single in a Quad,1,,,JMES*201B JMES*201C,,,,,,
JMES*201C,JMES,,Single in a Quad,1,,,JMES*201A JMES*201B,,,,,,
JMES*202A,JMES,,Single in a Quint,1,,,JMES*202B JMES*202C JMES*202D,,,,,,
JMES*202B,JMES,,Single in a Quint,1,,,JMES*202A JMES*202C JMES*202D,,,,,,
JMES*202D,JMES,,Single in a Quint,1,,,JMES*202A JMES*202B JMES*202C,,,,,,
JMES*203B,JMES,,Single in a Quad,1,,,JMES*203A JMES*203C,,,,,,
JMES*203C,JMES,,Single in a Quad,1,,,JMES*203A JMES*203B,,,,,,
JMES*204A,JMES,,Single in a Quad,1,,,JMES*204B JMES*204C,,,,,,
JMES*204B,JMES,,Single in a Quad,1,,,JMES*204A JMES*204C,,,,,,
JMES*205B,JMES,,Single in a Quint,1,,,JMES*205A JMES*205C JMES*205D,,,,,,
JMES*205C,JMES,,Single in a Quint,1,,,JMES*205A JMES*205B JMES*205D,,,,,,
JMES*205D,JMES,,Single in a Quint,1,,,JMES*205A JMES*205B JMES*205C,,,,,,
