Code,Building,Room,Room Type,Capacity,Guest,Notes,Adj Rm,Room Key,Outside Key,Keycard #,Card Returned,Key Returned,Key Notes
JMES*301A,JMES,,Single in a Quad,1,,,JMES*301B JMES*301C,,,,,,
JMES*301C,JMES,,Single in a Quad,1,,,JMES*301A JMES*301B,,,,,,
JMES*302A,JMES,,Single in a Quint,1,,,JMES*302B JMES*302C JMES*302D,,,,,,
JMES*302B,JMES,,Single in a Quint,1,,,JMES*302A JMES*302C JMES*302D,,,,,,
JMES*302D,JMES,,Single in a Quint,1,,,JMES*302A JMES*302B JMES*302C,,,,,,
JMES*303B,JMES,,Single in a Quad,1,,,JMES*303A JMES*303C,,,,,,
JMES*303C,JMES,,Single in a Quad,1,,,JMES*303A JMES*303B,,,,,,
JMES*304A,JMES,,Single in a Quad,1,,,JMES*304B JMES*304C,,,,,,
JMES*304B,JMES,,Single in a Quad,1,,,JMES*304A JMES*304C,,,,,,
JMES*305B,JMES,,Single in a Quint,1,,,JMES*305A JMES*305C JMES*305D,,,,,,
JMES*305C,JMES,,Single in a Quint,1,,,JMES*305A JMES*305B JMES*305D,,,,,,
JMES*305D,JMES,,Single in a Quint,1,,,JMES*305A JMES*305B JMES*305C,,,,,,
JMES*401A,JMES,,Single in a Quad,1,,,JMES*401B JMES*401C,,,,,,
JMES*401C,JMES,,Single in a Quad,1,,,JMES*401A JMES*401B,,,,,,
JMES*402A,JMES,,Single in a Quint,1,,,JMES*402B JMES*402C JMES*402D,,,,,,
JMES*402B,JMES,,Single in a Quint,1,,,JMES*402A JMES*402C JMES*402D,,,,,,
JMES*402D,JMES,,Single in a Quint,1,,,JMES*402A JMES*402B JMES*402C,,,,,,
JMES*404A,JMES,,Single in a Quad,1,,,JMES*404B JMES*404C,,,,,,
JMES*404B,JMES,,Single in a Quad,1,,,JMES*404A JMES*404C,,,,,,
JMES*405C,JMES,,Single in a Quint,1,,,JMES*405A JMES*405B,,,,,,
JMES*004D,JMES,,Double in a Quint,2,,,JMES*004A JMES*004B JMES*004C,,,,,,
JMES*004D,JMES,,Double in a Quint,2,,,JMES*004A JMES*004B JMES*004C,,,,,,
JMES*005A,JMES,,Double in a Quint,2,,,JMES*005B JMES*005C JMES*005D,,,,,,
JMES*005A,JMES,,Double in a Quint,2,,,JMES*005B JMES*005C JMES*005D,,,,,,
JMES*101B,JMES,,Double in Quad,2,,,JMES*101A JMES*101C,,,,,,
JMES*101B,JMES,,Double in Quad,2,,,JMES*101A JMES*101C,,,,,,
JMES*102B,JMES,,Double in Quad,2,,,JMES*102A JMES*102C,,,,,,
JMES*102B,JMES,,Double in Quad,2,,,JMES*102A JMES*102C,,,,,,
JMES*103A,JMES,,Double in Quad,2,,,JMES*103B JMES*103C,,,,,,
JMES*103A,JMES,,Double in Quad,2,,,JMES*103B JMES*103C,,,,,,
JMES*104C,JMES,,Double in Quad,2,,,JMES*104A JMES*104B,,,,,,
JMES*104C,JMES,,Double in Quad,2,,,JMES*104A JMES*104B,,,,,,
JMES*201B,JMES,,Double in Quad,2,,,JMES*201A JMES*201C,,,,,,
JMES*201B,JMES,,Double in Quad,2,,,JMES*201A JMES*201C,,,,,,
JMES*202C,JMES,,Double in a Quint,2,,,JMES*202A JMES*202B JMES*202D,,,,,,
JMES*202C,JMES,,Double in a Quint,2,,,JMES*202A JMES*202B JMES*202D,,,,,,
JMES*203A,JMES,,Double in Quad,2,,,JMES*203B JMES*203C,,,,,,
JMES*203A,JMES,,Double in Quad,2,,,JMES*203B JMES*203C,,,,,,
JMES*204C,JMES,,Double in Quad,2,,,JMES*204A JMES*204B,,,,,,
JMES*204C,JMES,,Double in Quad,2,,,JMES*204A JMES*204B,,,,,,
JMES*205A,JMES,,Double in a Quint,2,,,JMES*205B JMES*205C JMES*205D,,,,,,
JMES*205A,JMES,,Double in a Quint,2,,,JMES*205B JMES*205C JMES*205D,,,,,,
JMES*301B,JMES,,Double in Quad,2,,,JMES*301A JMES*301C,,,,,,
JMES*301B,JMES,,Double in Quad,2,,,JMES*301A JMES*301C,,,,,,
JMES*302C,JMES,,Double in a Quint,2,,,JMES*302A JMES*302B JMES*302D,,,,,,
JMES*302C,JMES,,Double in a Quint,2,,,JMES*302A JMES*302B JMES*302D,,,,,,
JMES*303A,JMES,,Double in Quad,2,,,JMES*303B JMES*303C,,,,,,
JMES*303A,JMES,,Double in Quad,2,,,JMES*303B JMES*303C,,,,,,
JMES*304C,JMES,,Double in Quad,2,,,JMES*304A JMES*304B,,,,,,
JMES*304C,JMES,,Double in Quad,2,,,JMES*304A JMES*304B,,,,,,
JMES*305A,JMES,,Double in a Quint,2,,,JMES*305B JMES*305C JMES*305D,,,,,,
JMES*305A,JMES,,Double in a Quint,2,,,JMES*305B JMES*305C JMES*305D,,,,,,
JMES*401B,JMES,,Double in Quad,2,,,JMES*401A JMES*401C,,,,,,
JMES*401B,JMES,,Double in Quad,2,,,JMES*401A JMES*401C,,,,,,
JMES*402C,JMES,,Double in a Quint,2,,,JMES*402A JMES*402B JMES*402D,,,,,,
JMES*402C,JMES,,Double in a Quint,2,,,JMES*402A JMES*402B JMES*402D,,,,,,
JMES*403A,JMES,,Double in Quad,2,,,JMES*403B,,,,,,
JMES*403A,JMES,,Double in Quad,2,,,JMES*403B,,,,,,
JMES*403B,JMES,,Double in Quad,2,,,JMES*403A,,,,,,
JMES*403B,JMES,,Double in Quad,2,,,JMES*403A,,,,,,
JMES*404C,JMES,,Double in Quad,2,,,JMES*404A JMES*404B,,,,,,
JMES*404C,JMES,,Double in Quad,2,,,JMES*404A JMES*404B,,,,,,
JMES*405A,JMES,,Double in a Quint,2,,,JMES*405B JMES*405C,,,,,,
JMES*405A,JMES,,Double in a Quint,2,,,JMES*405B JMES*405C,,,,,,
JMES*405B,JMES,,Double in a Quint,2,,,JMES*405A JMES*405C,,,,,,
JMES*405B,JMES,,Double in a Quint,2,,,JMES*405A JMES*405C,,,,,,
