Code,Building,Room,Room Type,Capacity,Guest,Notes,Adj Rm,Room Key,Outside Key,Keycard #,Card Returned,Key Returned,Key Notes
BRKS*300A,BRKS,300A,Single in a Quad,1,,,BRKS*300B BRKS*300C,R7BA11,,,,,
BRKS*300B,BRKS,300B,Single in a Quad,1,,,BRKS*300A BRKS*300C,R7BA6,,,,,
COLR*200A,COLR,200A,Single in a Quad,1,,,COLR*200B COLR*200C,R7BB3,,,,,
COLR*200B,COLR,200B,Single in a Quad,1,,,COLR*200A COLR*200C,R7BB13,,,,,
COLR*300A,COLR,300A,Single in a Quad,1,,,COLR*300B COLR*300C,R7BB6,,,,,
COLR*300B,COLR,300B,Single in a Quad,1,,,COLR*300A COLR*300C,R7BB7,,,,,
EUGS*100A,EUGS,100A,Single in a Quad,1,,,EUGS*100B EUGS*100C,R7BF1,,,,,
EUGS*100B,EUGS,100B,Single in a Quad,1,,,EUGS*100A EUGS*100C,R7BF2,,,,,
EUGS*200A,EUGS,200A,Single in a Quint,1,,,EUGS*200B EUGS*200C,R7BF21,,,,,
EUGS*300A,EUGS,300A,Single in a Triple,1,,,EUGS*300B EUGS*300C,R7BF9,,,,,
EUGS*300B,EUGS,300B,Single in a Triple,1,,,EUGS*300A EUGS*300C,R7BF5,,,,,
EUGS*300C,EUGS,300C,Single in a Triple,1,,,EUGS*300A EUGS*300B,R7BF18,,,,,
EUGS*400A,EUGS,400A,Single in a Quad,1,,,EUGS*400B EUGS*400C,R7BF13,,,,,
EUGS*400B,EUGS,400B,Single in a Quad,1,,,EUGS*400A EUGS*400C,R7BF14,,,,,
HALL*100B,HALL,100B,Single,1,,,,R7AJ4,O7AJ1,,,,
HALL*100C,HALL,100C,Single,1,,,,R7AJ12,O7AJ1,,,,
HALL*200B,HALL,200B,Single,1,,,,R7AJ14,O7AJ1,,,,
HALL*200C,HALL,200C,Single,1,,,,R7AJ8,O7AJ1,,,,
HALL*200D,HALL,200D,Single,1,,,,R7AJ15,O7AJ1,,,,
NASN*100A,NASN,100A,Single in a Quint,1,,,NASN*100B NASN*100C NASN*100D,R7BH8,,,,,
NASN*100B,NASN,100B,Single in a Quint,1,,,NASN*100A NASN*100C NASN*100D,R7BH2,,,,,
NASN*100C,NASN,100C,Single in a Quint,1,,,NASN*100A NASN*100B NASN*100D,R7BH6,,,,,
OWNS*100A,OWNS,100A,Single in a Quad,1,,,OWNS*100B OWNS*100C,R7BJ1,,,,,
OWNS*100B,OWNS,100B,Single in a Quad,1,,,OWNS*100A OWNS*100C,R7BJ2,,,,,
OWNS*200C,OWNS,200C,Single in a Quint,1,,,OWNS*200A OWNS*200B,R7BJ8,,,,,
OWNS*300A,OWNS,300A,Single in a Quad,1,,,OWNS*300B OWNS*300C,R7BJ10,,,,,
OWNS*300B,OWNS,300B,Single in a Quad,1,,,OWNS*300A OWNS*300C,R7BJ18,,,,,
SCOT*100A,SCOT,100A,Single in a Quad,1,,,SCOT*100B SCOT*100C,R7BK1,,,,,
SCOT*100B,SCOT,100B,Single in a Quad,1,,,SCOT*100A SCOT*100C,R7BK2,,,,,
SCOT*200A,SCOT,200A,Single in a Quad,1,,,SCOT*200B SCOT*200C,R7BK5,,,,,
SCOT*200B,SCOT,200B,Single in a Quad,1,,,SCOT*200A SCOT*200C,R7BK6,,,,,
SCOT*300A,SCOT,300A,Single in a Quint,1,,,SCOT*300B SCOT*300C,R7BK10,,,,,
BRKS*100A,BRKS,100A,Double in Quad,2,,,BRKS*100B,R7BA7,,,,,
BRKS*100A,BRKS,100A,Double in Quad,2,,,BRKS*100B,R7BA7,,,,,
BRKS*100B,BRKS,100B,Double in Quad,2,,,BRKS*100A,R7BA2,,,,,
BRKS*100B,BRKS,100B,Double in Quad,2,,,BRKS*100A,R7BA2,,,,,
BRKS*200A,BRKS,200A,Double in Quad,2,,,BRKS*200B,R7BA3,,,,,
BRKS*200A,BRKS,200A,Double in Quad,2,,,BRKS*200B,R7BA3,,,,,
BRKS*200B,BRKS,200B,Double in Quad,2,,,BRKS*200A,R7BA5,,,,,
BRKS*200B,BRKS,200B,Double in Quad,2,,,BRKS*200A,R7BA5,,,,,
BRKS*300C,BRKS,300C,Double in Quad,2,,,BRKS*300A BRKS*300B,R7BA1,,,,,
BRKS*300C,BRKS,300C,Double in Quad,2,,,BRKS*300A BRKS*300B,R7BA1,,,,,
COLR*100A,COLR,100A,Double in Quad,2,,,COLR*100B,R7BB1,,,,,
COLR*100A,COLR,100A,Double in Quad,2,,,COLR*100B,R7BB1,,,,,
COLR*100B,COLR,100B,Double in Quad,2,,,COLR*100A,R7BB2,,,,,
COLR*100B,COLR,100B,Double in Quad,2,,,COLR*100A,R7BB2,,,,,
COLR*200C,COLR,200C,Double in Quad,2,,,COLR*200A COLR*200B,R7BB12,,,,,
COLR*200C,COLR,200C,Double in Quad,2,,,COLR*200A COLR*200B,R7BB12,,,,,
COLR*300C,COLR,300C,Double in Quad,2,,,COLR*300A COLR*300B,R7BB8,,,,,
COLR*300C,COLR,300C,Double in Quad,2,,,COLR*300A COLR*300B,R7BB8,,,,,
EUGS*100C,EUGS,100C,Double in Quad,2,,,EUGS*100A EUGS*100B,R7BF6,,,,,
EUGS*100C,EUGS,100C,Double in Quad,2,,,EUGS*100A EUGS*100B,R7BF6,,,,,
EUGS*200B,EUGS,200B,Double in a Quint,2,,,EUGS*200A EUGS*200C,R7BF22,,,,,
EUGS*200B,EUGS,200B,Double in a Quint,2,,,EUGS*200A EUGS*200C,R7BF22,,,,,
EUGS*200C,EUGS,200C,Double in a Quint,2,,,EUGS*200A EUGS*200B,R7BF20,,,,,
EUGS*200C,EUGS,200C,Double in a Quint,2,,,EUGS*200A EUGS*200B,R7BF20,,,,,
EUGS*400C,EUGS,400C,Double in Quad,2,,,EUGS*400A EUGS*400B,R7BF15,,,,,
EUGS*400C,EUGS,400C,Double in Quad,2,,,EUGS*400A EUGS*400B,R7BF15,,,,,
HALL*100A,HALL,100A,Double,2,,,,R7AJ6,O7AJ1,,,,
HALL*100A,HALL,100A,Double,2,,,,R7AJ6,O7AJ1,,,,
HALL*200A,HALL,200A,Double,2,,,,R7AJ13,O7AJ1,,,,
HALL*200A,HALL,200A,Double,2,,,,R7AJ13,O7AJ1,,,,
NASN*100D,NASN,100D,Double in a Quint,2,,,NASN*100A NASN*100B NASN*100C,R7BH7,,,,,
NASN*100D,NASN,100D,Double in a Quint,2,,,NASN*100A NASN*100B NASN*100C,R7BH7,,,,,
OWNS*100C,OWNS,100C,Double in Quad,2,,,OWNS*100A OWNS*100B,R7BJ3,,,,,
OWNS*100C,OWNS,100C,Double in Quad,2,,,OWNS*100A OWNS*100B,R7BJ3,,,,,
OWNS*200A,OWNS,200A,Double in a Quint,2,,,OWNS*200B OWNS*200C,R7BJ14,,,,,
OWNS*200A,OWNS,200A,Double in a Quint,2,,,OWNS*200B OWNS*200C,R7BJ14,,,,,
OWNS*200B,OWNS,200B,Double in a Quint,2,,,OWNS*200A OWNS*200C,R7BJ17,,,,,
OWNS*200B,OWNS,200B,Double in a Quint,2,,,OWNS*200A OWNS*200C,R7BJ17,,,,,
OWNS*300C,OWNS,300C,Double in Quad,2,,,OWNS*300A OWNS*300B,R7BJ12,,,,,
OWNS*300C,OWNS,300C,Double in Quad,2,,,OWNS*300A OWNS*300B,R7BJ12,,,,,
SCOT*100C,SCOT,100C,Double in Quad,2,,,SCOT*100A SCOT*100B,R7BK3,,,,,
SCOT*100C,SCOT,100C,Double in Quad,2,,,SCOT*100A SCOT*100B,R7BK3,,,,,
SCOT*200C,SCOT,200C,Double in Quad,2,,,SCOT*200A SCOT*200B,R7BK17,,,,,
SCOT*200C,SCOT,200C,Double in Quad,2,,,SCOT*200A SCOT*200B,R7BK17,,,,,
SCOT*300B,SCOT,300B,Double in a Quint,2,,,SCOT*300A SCOT*300C,R7BK16,,,,,
SCOT*300B,SCOT,300B,Double in a Quint,2,,,SCOT*300A SCOT*300C,R7BK16,,,,,
SCOT*300C,SCOT,300C,Double in a Quint,2,,,SCOT*300A SCOT*300B,R7BK12,,,,,
SCOT*300C,SCOT,300C,Double in a Quint,2,,,SCOT*300A SCOT*300B,R7BK12,,,,,
